row_id,study,arxiv_id,year,benchmark,backbone,scale_band,n_agents,mechanism,acc_mas,acc_base,baseline_type,delta_acc,R_est,R_source,notes,pub_status,domain,split,sampling_method,n_items,eg_tier,attribution_flag
MB72,AFlow,2503.07459,2026,MedXpert-U-hard,GPT-4o,S6_closed,,workflow-search,19.7,16.7,best-single-agent,3.0,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB73,MedAgents,2503.07459,2026,MedQA-hard,o1-mini,S6_closed,,role+synthesis,47.0,50.7,best-single-agent,-3.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,primary,
MB74,MDAgents,2503.07459,2026,MedQA-hard,o1-mini,S6_closed,3,adaptive-collaboration,39.4,50.7,best-single-agent,-11.3,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,primary,
MB75,MedAgents,2503.07459,2026,PubMedQA-hard,o1-mini,S6_closed,,role+synthesis,18.0,20.0,best-single-agent,-2.0,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB76,MDAgents,2503.07459,2026,PubMedQA-hard,o1-mini,S6_closed,3,adaptive-collaboration,18.3,20.0,best-single-agent,-1.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB77,MedAgents,2503.07459,2026,MedMCQA-hard,o1-mini,S6_closed,,role+synthesis,25.7,27.3,best-single-agent,-1.6,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,primary,
MB78,MDAgents,2503.07459,2026,MedMCQA-hard,o1-mini,S6_closed,3,adaptive-collaboration,24.7,27.3,best-single-agent,-2.6,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,primary,
MB79,MedAgents,2503.07459,2026,MedBullets-hard,o1-mini,S6_closed,,role+synthesis,37.1,43.8,best-single-agent,-6.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=CoT; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,89,secondary,
MB80,MDAgents,2503.07459,2026,MedBullets-hard,o1-mini,S6_closed,3,adaptive-collaboration,36.9,43.8,best-single-agent,-6.9,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=CoT; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,89,secondary,
MB81,MedAgents,2503.07459,2026,MMLU-hard,o1-mini,S6_closed,,role+synthesis,27.4,33.8,best-single-agent,-6.4,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,73,primary,
MB82,MDAgents,2503.07459,2026,MMLU-hard,o1-mini,S6_closed,3,adaptive-collaboration,28.0,33.8,best-single-agent,-5.8,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,73,primary,
MB83,MedAgents,2503.07459,2026,MMLU-Pro-hard,o1-mini,S6_closed,,role+synthesis,34.7,33.0,best-single-agent,1.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MedPrompt; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB84,MDAgents,2503.07459,2026,MMLU-Pro-hard,o1-mini,S6_closed,3,adaptive-collaboration,32.9,33.0,best-single-agent,-0.1,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MedPrompt; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB85,MedAgents,2503.07459,2026,MedExQA-hard,o1-mini,S6_closed,,role+synthesis,14.0,18.7,best-single-agent,-4.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MedPrompt; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB86,MDAgents,2503.07459,2026,MedExQA-hard,o1-mini,S6_closed,3,adaptive-collaboration,18.7,18.7,best-single-agent,0.0,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MedPrompt; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB87,MedAgents,2503.07459,2026,MedXpert-R-hard,o1-mini,S6_closed,,role+synthesis,24.3,31.0,best-single-agent,-6.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB88,MDAgents,2503.07459,2026,MedXpert-R-hard,o1-mini,S6_closed,3,adaptive-collaboration,21.2,31.0,best-single-agent,-9.8,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB89,MedAgents,2503.07459,2026,MedXpert-U-hard,o1-mini,S6_closed,,role+synthesis,13.3,18.3,best-single-agent,-5.0,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=CoT; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB90,MDAgents,2503.07459,2026,MedXpert-U-hard,o1-mini,S6_closed,3,adaptive-collaboration,13.6,18.3,best-single-agent,-4.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=CoT; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB91,MedAgents,2503.07459,2026,MedQA-hard,o3-mini,S6_closed,,role+synthesis,58.0,61.0,best-single-agent,-3.0,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,primary,
MB92,MDAgents,2503.07459,2026,MedQA-hard,o3-mini,S6_closed,3,adaptive-collaboration,58.5,61.0,best-single-agent,-2.5,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,primary,
MB93,MedAgents,2503.07459,2026,PubMedQA-hard,o3-mini,S6_closed,,role+synthesis,16.3,17.3,best-single-agent,-1.0,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB94,MDAgents,2503.07459,2026,PubMedQA-hard,o3-mini,S6_closed,3,adaptive-collaboration,20.4,17.3,best-single-agent,3.1,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB95,MedAgents,2503.07459,2026,MedMCQA-hard,o3-mini,S6_closed,,role+synthesis,26.3,27.7,best-single-agent,-1.4,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,primary,
MB96,MDAgents,2503.07459,2026,MedMCQA-hard,o3-mini,S6_closed,3,adaptive-collaboration,29.9,27.7,best-single-agent,2.2,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,primary,
MB97,MedAgents,2503.07459,2026,MedBullets-hard,o3-mini,S6_closed,,role+synthesis,53.5,57.3,best-single-agent,-3.8,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MedPrompt; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,89,secondary,
MB98,MDAgents,2503.07459,2026,MedBullets-hard,o3-mini,S6_closed,3,adaptive-collaboration,54.4,57.3,best-single-agent,-2.9,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MedPrompt; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,89,secondary,
MB99,MedAgents,2503.07459,2026,MMLU-hard,o3-mini,S6_closed,,role+synthesis,34.7,39.3,best-single-agent,-4.6,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,73,primary,
MB100,MDAgents,2503.07459,2026,MMLU-hard,o3-mini,S6_closed,3,adaptive-collaboration,41.1,39.3,best-single-agent,1.8,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,73,primary,
MB101,MedAgents,2503.07459,2026,MMLU-Pro-hard,o3-mini,S6_closed,,role+synthesis,38.0,40.3,best-single-agent,-2.3,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB102,MDAgents,2503.07459,2026,MMLU-Pro-hard,o3-mini,S6_closed,3,adaptive-collaboration,41.3,40.3,best-single-agent,1.0,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MultiPersona; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB103,MedAgents,2503.07459,2026,MedExQA-hard,o3-mini,S6_closed,,role+synthesis,13.0,22.0,best-single-agent,-9.0,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB104,MDAgents,2503.07459,2026,MedExQA-hard,o3-mini,S6_closed,3,adaptive-collaboration,18.3,22.0,best-single-agent,-3.7,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB105,MedAgents,2503.07459,2026,MedXpert-R-hard,o3-mini,S6_closed,,role+synthesis,28.7,32.8,best-single-agent,-4.1,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB106,MDAgents,2503.07459,2026,MedXpert-R-hard,o3-mini,S6_closed,3,adaptive-collaboration,29.6,32.8,best-single-agent,-3.2,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent = 同表最强非多代理配置(Self-Refine 或 MedPrompt); 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB107,MedAgents,2503.07459,2026,MedXpert-U-hard,o3-mini,S6_closed,,role+synthesis,23.0,23.3,best-single-agent,-0.3,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MedPrompt; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
MB108,MDAgents,2503.07459,2026,MedXpert-U-hard,o3-mini,S6_closed,3,adaptive-collaboration,23.5,23.3,best-single-agent,0.2,,unknown,"MedAgentsBench(Patterns 2026) Table 4; Hard set; best single-agent=MedPrompt; 3-run mean; SPO/AFlow only on GPT-4o-mini/GPT-4o; 2-round protocol, MDAgents fixed 3 roles",published:Patterns 2026,medical,hard-curated,difficulty-curated,100,secondary,
RB01,MedAgents,2311.10537,2023,MedQA,GPT-4,S6_closed,7,role+synthesis,83.70,82.90,best-single-agent,0.80,1.4,derived,【Epoch4 补】MedAgents 同表最强单代理 = few-shot CoT+SC，此前仅记 zero-shot / zero-shot CoT-SC,published:Findings ACL 2024,medical,test,,,primary,
RB02,MedAgents,2311.10537,2023,MedMCQA,GPT-4,S6_closed,7,role+synthesis,74.80,73.10,best-single-agent,1.70,1.4,derived,【Epoch4 补】MedAgents 同表最强单代理 = few-shot CoT+SC，此前仅记 zero-shot / zero-shot CoT-SC,published:Findings ACL 2024,medical,test,,,primary,
RB03,MedAgents,2311.10537,2023,MMLU-med-6subjects,GPT-4,S6_closed,7,role+synthesis,90.90,89.52,best-single-agent,1.38,1.4,derived,【Epoch4 补】MedAgents 同表最强单代理 = few-shot CoT+SC，此前仅记 zero-shot / zero-shot CoT-SC,published:Findings ACL 2024,medical,test,,,primary,
RB04,MedAgents,2311.10537,2023,MedQA,GPT-3.5,S6_closed,7,role+synthesis,64.10,62.10,best-single-agent,2.00,1.4,derived,【Epoch4 补】GPT-3.5 最强单代理 = few-shot CoT+SC 62.1,published:Findings ACL 2024,medical,test,,,primary,
C04,CAMEC-ablation,ACL2026.acl-long.1781,2026,CMExam,8B (SFT),S2_4-10B,3,full-system-vs-finetuned-single,78.86,73.91,same-backbone-single,4.95,,unknown,【Epoch5 补】CAMEC 表3 消融：同 backbone 微调单模型 73.91 → 全系统 78.86，这是该文唯一归因干净的对照,published:ACL 2026,medical,test,,,primary,
