rid,src,date,tier,score,fBench,title,link,queries
AX2603.20324,arxiv,2026-03-20,T3_out,2,False,When Agents Disagree: The Selection Bottleneck in Multi-Agent LLM Pipelines,https://arxiv.org/abs/2603.20324,S10
AX2603.20595,arxiv,2026-03-21,T3_out,2,False,Position: Multi-Agent Algorithmic Care Systems Demand Contestability for Trustworthy AI,https://arxiv.org/abs/2603.20595,"Q10,Q02"
AX2605.20189,arxiv,2026-03-23,T3_out,2,False,SOLAR: A Self-Optimizing Open-Ended Autonomous Agent for Lifelong Learning and Continual Adaptation,https://arxiv.org/abs/2605.20189,S07
AX2603.22767,arxiv,2026-03-24,T3_out,2,False,Can LLM Agents Generate Real-World Evidence? Evaluating Observational Studies in Medical Databases,https://arxiv.org/abs/2603.22767,S03
AX2603.22954,arxiv,2026-03-24,T3_out,2,False,Privacy-Preserving EHR Data Transformation via Geometric Operators: A Human-AI Co-Design Technical Report,https://arxiv.org/abs/2603.22954,S07
AX2604.16385,arxiv,2026-03-27,T3_out,2,False,StressWeb: A Diagnostic Benchmark for Web Agent Robustness under Realistic Interaction Variability,https://arxiv.org/abs/2604.16385,Q07
AX2603.27850,arxiv,2026-03-29,T3_out,2,False,EffiSkill: Agent Skill Based Automated Code Efficiency Optimization,https://arxiv.org/abs/2603.27850,Q07
AX2603.27451,arxiv,2026-03-29,T3_out,2,False,Multi-Agent Dialectical Refinement for Enhanced Argument Classification,https://arxiv.org/abs/2603.27451,S08
AX2603.28488,arxiv,2026-03-30,T3_out,2,False,Courtroom-Style Multi-Agent Debate with Progressive RAG and Role-Switching for Controversial Claim Verification,https://arxiv.org/abs/2603.28488,S08
AX2603.29709,arxiv,2026-03-31,T3_out,2,False,Symphony for Medical Coding: A Next-Generation Agentic System for Scalable and Explainable Medical Coding,https://arxiv.org/abs/2603.29709,S03
AX2604.00556,arxiv,2026-04-01,T3_out,2,False,HabitatAgent: An End-to-End Multi-Agent System for Housing Consultation,https://arxiv.org/abs/2604.00556,Q12
AX2604.02695,arxiv,2026-04-03,T3_out,2,False,XrayClaw: Cooperative-Competitive Multi-Agent Alignment for Trustworthy Chest X-ray Diagnosis,https://arxiv.org/abs/2604.02695,"Q01,Q02"
AX2606.15647,arxiv,2026-04-05,T3_out,2,False,"Towards Next-Generation Healthcare: A Survey of Medical Embodied AI for Perception, Decision-Making, and Action",https://arxiv.org/abs/2606.15647,S07
AX2604.05116,arxiv,2026-04-06,T3_out,2,False,Uncertainty-Guided Latent Diagnostic Trajectory Learning for Sequential Clinical Diagnosis,https://arxiv.org/abs/2604.05116,Q07
AX2604.06876,arxiv,2026-04-08,T3_out,2,False,Exploiting Aggregate Programming in a Multi-Robot Service Prototype,https://arxiv.org/abs/2604.06876,Q10
AX2604.09308,arxiv,2026-04-10,T3_out,2,False,Constraint-Aware Corrective Memory for Language-Based Drug Discovery Agents,https://arxiv.org/abs/2604.09308,Q07
AX2604.08944,arxiv,2026-04-10,T3_out,2,False,Multi-Agent Decision-Focused Learning via Value-Aware Sequential Communication,https://arxiv.org/abs/2604.08944,Q10
AX2604.08896,arxiv,2026-04-10,T3_out,2,False,GeoMMBench and GeoMMAgent: Toward Expert-Level Multimodal Intelligence in Geoscience and Remote Sensing,https://arxiv.org/abs/2604.08896,Q12
AX2604.08927,arxiv,2026-04-10,T3_out,2,False,Beyond the Individual: Virtualizing Multi-Disciplinary Reasoning for Clinical Intake via Collaborative Agents,https://arxiv.org/abs/2604.08927,Q02
AX2604.10389,arxiv,2026-04-12,T3_out,2,False,BLUEmed: Retrieval-Augmented Multi-Agent Debate for Clinical Error Detection,https://arxiv.org/abs/2604.10389,"Q01,Q10,Q02,S08"
AX2604.10404,arxiv,2026-04-12,T3_out,2,False,"Sense Less, Infer More: Agentic Multimodal Transformers for Edge Medical Intelligence",https://arxiv.org/abs/2604.10404,S03
AX2604.12144,arxiv,2026-04-13,T3_out,2,False,VERITAS: A Multi-Agent Co-Scientist for Verifiable Image-Derived Hypothesis Testing,https://arxiv.org/abs/2604.12144,"Q01,Q02"
AX2604.13551,arxiv,2026-04-15,T3_out,2,False,Debate to Align: Reliable Entity Alignment through Two-Stage Multi-Agent Debate,https://arxiv.org/abs/2604.13551,S08
AX2607.14097,arxiv,2026-04-16,T3_out,2,False,RegNetAgents: A Multi-Agent Framework for Cross-Network Regulatory Driver Identification in Cancer Genomics,https://arxiv.org/abs/2607.14097,Q02
AX2604.14615,arxiv,2026-04-16,T3_out,2,False,An AI Co-Data-Scientist for Prioritizing Candidate Biomarkers from Wearable Sensor Data,https://arxiv.org/abs/2604.14615,Q02
AX2604.17110,arxiv,2026-04-18,T3_out,2,False,From Clinical Intent to Clinical Model: Autonomous Coding-Agents for Clinician-driven AI Development,https://arxiv.org/abs/2604.17110,S07
AX2605.27396,arxiv,2026-04-21,T3_out,2,False,Agentic Literacy Debt: A Structural Problem the AI Literacy Field Has Not Yet Named,https://arxiv.org/abs/2605.27396,Q10
AX2604.20441,arxiv,2026-04-22,T3_out,2,False,MedSkillAudit: A Domain-Specific Audit Framework for Medical Research Agent Skills,https://arxiv.org/abs/2604.20441,S03
AX2604.23674,arxiv,2026-04-26,T3_out,2,False,Vibe Medicine: Redefining Biomedical Research Through Human-AI Co-Work,https://arxiv.org/abs/2604.23674,Q07
AX2604.23938,arxiv,2026-04-27,T3_out,2,False,TSAssistant: A Human-in-the-Loop Agentic Framework for Automated Target Safety Assessment,https://arxiv.org/abs/2604.23938,Q02
AX2604.24881,arxiv,2026-04-27,T3_out,2,False,Latent Agents: A Post-Training Procedure for Internalized Multi-Agent Debate,https://arxiv.org/abs/2604.24881,S08
AX2604.26991,arxiv,2026-04-28,T3_out,2,False,People-Centred Medical Image Analysis via Fairness-Aware Human-AI Cooperation,https://arxiv.org/abs/2604.26991,Q01
AX2604.26319,arxiv,2026-04-29,T3_out,2,False,A Systematic Comparison of Prompting and Multi-Agent Methods for LLM-based Stance Detection,https://arxiv.org/abs/2604.26319,S08
AX2605.02943,arxiv,2026-05-01,T3_out,2,False,Healthcare AI GYM for Medical Agents,https://arxiv.org/abs/2605.02943,"S03,S07"
AX2605.01704,arxiv,2026-05-03,T3_out,2,False,The Reasoning Trap: An Information-Theoretic Bound on Closed-System Multi-Step LLM Reasoning,https://arxiv.org/abs/2605.01704,S08
AX2605.06702,arxiv,2026-05-05,T3_out,2,False,CASCADE: Case-Based Continual Adaptation for Large Language Models During Deployment,https://arxiv.org/abs/2605.06702,Q07
AX2605.09342,arxiv,2026-05-10,T3_out,2,False,A Cross-Layered Multi-Drone Coordination for Medical Supply Delivery during Disaster Response Management,https://arxiv.org/abs/2605.09342,"Q01,Q02,S07"
AX2605.09366,arxiv,2026-05-10,T3_out,2,False,Towards a Virtual Neuroscientist: Autonomous Neuroimaging Analysis via Multi-Agent Collaboration,https://arxiv.org/abs/2605.09366,Q02
AX2605.09278,arxiv,2026-05-10,T3_out,2,False,EquiMem: Calibrating Shared Memory in Multi-Agent Debate via Game-Theoretic Equilibrium,https://arxiv.org/abs/2605.09278,S08
AX2605.11814,arxiv,2026-05-12,T3_out,2,False,MedMemoryBench: Benchmarking Agent Memory in Personalized Healthcare,https://arxiv.org/abs/2605.11814,Q14
AX2605.12718,arxiv,2026-05-12,T3_out,2,False,CHAL: Council of Hierarchical Agentic Language,https://arxiv.org/abs/2605.12718,S08
AX2605.12916,arxiv,2026-05-13,T3_out,2,False,SHM-Agents: A Generalist-Specialist Integrated Agent System for Structural Health Monitoring,https://arxiv.org/abs/2605.12916,Q07
AX2605.13542,arxiv,2026-05-13,T3_out,2,False,RealICU: Do LLM Agents Understand Long-Context ICU Data? A Benchmark Beyond Behavior Imitation,https://arxiv.org/abs/2605.13542,Q11
AX2605.15016,arxiv,2026-05-14,T3_out,2,False,COTCAgent: Preventive Consultation via Probabilistic Chain-of-Thought Completion,https://arxiv.org/abs/2605.15016,"Q07,S07"
AX2605.15706,arxiv,2026-05-15,T3_out,2,False,Differentiable Mixture-of-Agents Incentivizes Swarm Intelligence of Large Language Models,https://arxiv.org/abs/2605.15706,S10
AX2605.17746,arxiv,2026-05-18,T3_out,2,False,"Agents for Experiments, Experiments for Agents: A Design Grammar for AI-Enabled Experimental Science",https://arxiv.org/abs/2605.17746,Q01
AX2605.17937,arxiv,2026-05-18,T3_out,2,False,BacktestBench: Benchmarking Large Language Models for Automated Quantitative Strategy Backtesting,https://arxiv.org/abs/2605.17937,Q12
AX2605.19139,arxiv,2026-05-18,T3_out,2,False,Reducing Waiting Time for Medical Tourists Through Hybrid Agent-Based and Discrete-Event Simulation: A Hospital Case Study,https://arxiv.org/abs/2605.19139,S03
AX2605.22872,arxiv,2026-05-20,T3_out,2,False,MedExpMem: Adapting Experience Memory for Differential Diagnosis,https://arxiv.org/abs/2605.22872,Q11
AX2605.24245,arxiv,2026-05-22,T3_out,2,False,Deep-Research Agents Can Be Poisoned via User-Generated Content,https://arxiv.org/abs/2605.24245,Q01
AX2605.24249,arxiv,2026-05-22,T3_out,2,False,PrivFusion: A Privacy-preserving Multi-Agent Framework for Harmonizing Distributed Datasets,https://arxiv.org/abs/2605.24249,Q02
AX2605.24426,arxiv,2026-05-23,T3_out,2,False,SEAL: Synergistic Co-Evolution of Agents and Learning Environments,https://arxiv.org/abs/2605.24426,Q07
AX2605.27082,arxiv,2026-05-26,T3_out,2,False,Can Broad Biomedical Knowledge be Contextualized into Scenario-Grounded Propositions?,https://arxiv.org/abs/2605.27082,Q02
AX2605.26691,arxiv,2026-05-26,T3_out,2,False,Mind the Tool Failures: Achieving Synergistic Tool Gains for Medical Agents,https://arxiv.org/abs/2605.26691,S03
AX2606.20621,arxiv,2026-05-26,T3_out,2,False,PEAR: Permutation-Equivariant Adaptive Routing Multi-Agent Debate,https://arxiv.org/abs/2606.20621,S08
AX2605.29116,arxiv,2026-05-27,T3_out,2,False,Beyond Consensus: Trace-Level Synthesis in Mixture of Agents,https://arxiv.org/abs/2605.29116,S10
AX2605.30391,arxiv,2026-05-28,T3_out,2,False,Social Reasoning in Machines: Investigating Collective Truth-Seeking Dynamics in Large Language Model Debate,https://arxiv.org/abs/2605.30391,S08
AX2605.29668,arxiv,2026-05-28,T3_out,2,False,GRASP: Gated Regression-Aware Skill Proposer for Self-Improving LLM Agents,https://arxiv.org/abs/2605.29668,S09
AX2606.01094,arxiv,2026-05-31,T3_out,2,False,CAREAgent: Clinical Agent with Structured Reasoning and Tool-Integrated for Order Generation,https://arxiv.org/abs/2606.01094,"Q01,Q02"
AX2608.18080,arxiv,2026-05-31,T3_out,2,False,"Large Language Models in Mental Health: A Systematic Review of Applications, Innovations, and Ethical Challenges",https://arxiv.org/abs/2608.18080,Q07
AX2606.00962,arxiv,2026-05-31,T3_out,2,False,SS-ZKR: Spatial-Semantic Zero-Knowledge Routing for Privacy-Preserving Multi-Agent Collaboration,https://arxiv.org/abs/2606.00962,Q10
AX2606.01828,arxiv,2026-06-01,T3_out,2,False,Dynamic Trust-Aware Sparse Communication Topology for LLM-Based Multi-Agent Consensus,https://arxiv.org/abs/2606.01828,S08
AX2606.03014,arxiv,2026-06-02,T3_out,2,False,MOSAIC: Efficient Mixture-of-Agent Scheduling via Adaptive Aggregation and Inference Concurrency,https://arxiv.org/abs/2606.03014,S10
AX2606.05510,arxiv,2026-06-03,T3_out,2,False,Severity-Aware Curriculum Learning with Multi-Model Response Selection for Medical Text Generation,https://arxiv.org/abs/2606.05510,Q03
AX2606.04691,arxiv,2026-06-03,T3_out,2,False,SMADE-IE: Sparse Multi-Agent Framework with Evidence-Driven Debate for Zero-Shot Information Extraction,https://arxiv.org/abs/2606.04691,S08
AX2606.07810,arxiv,2026-06-05,T3_out,2,False,SLMJury: Can Small Language Models Judge as Well as Large Ones?,https://arxiv.org/abs/2606.07810,S08
AX2606.08093,arxiv,2026-06-06,T3_out,2,False,A Multimodal Agentic Pathology Co-pilot via Evidence Grounded Reasoning,https://arxiv.org/abs/2606.08093,Q02
AX2606.09071,arxiv,2026-06-08,T3_out,2,False,REFLECT: Intervention-Supported Error Attribution for Silent Failures in LLM Agent Traces,https://arxiv.org/abs/2606.09071,Q07
AX2606.09365,arxiv,2026-06-08,T3_out,2,False,Experience Makes Skillful: Enabling Generalizable Medical Agent Reasoning via Self-Evolving Skill Memory,https://arxiv.org/abs/2606.09365,S03
AX2606.10475,arxiv,2026-06-09,T3_out,2,False,Decoupling Thought from Speech: Knowledge-Grounded Counterfactual Reasoning for Resilient Multi-Agent Argumentation,https://arxiv.org/abs/2606.10475,S08
AX2606.20663,arxiv,2026-06-10,T3_out,2,False,DrugBench: Evaluating AI Control Protocols for Medication Harm Mitigation,https://arxiv.org/abs/2606.20663,Q03
AX2606.11830,arxiv,2026-06-10,T3_out,2,False,Skill-Augmented AI Agents for Medical Research Analysis: An Exploratory Multi-Model Human Evaluation in an NSCLC Transcriptomic Biomarker Task,https://arxiv.org/abs/2606.11830,S03
AX2606.13192,arxiv,2026-06-11,T3_out,2,False,"Reasoning for Mobile User Experience with Multimodal LLMs: Task, Benchmark, and Approach",https://arxiv.org/abs/2606.13192,Q07
AX2606.18203,arxiv,2026-06-16,T3_out,2,False,RubricsTree: Scalable and Evolving Open-Ended Evaluation of Personal Health Agents across Health Memory and Medical Skills,https://arxiv.org/abs/2606.18203,S03
AX2608.07495,arxiv,2026-06-17,T3_out,2,False,EmoPatient: An Emotion-Directed Patient Simulator for Realistic Palliative Care Communication Training,https://arxiv.org/abs/2608.07495,Q11
AX2606.19790,arxiv,2026-06-18,T3_out,2,False,The Orchestration Gap: Why Process Automation Stalls in Operationally Complex Industries,https://arxiv.org/abs/2606.19790,Q10
AX2606.23301,arxiv,2026-06-22,T3_out,2,False,EHR-Complex: Benchmarking Medical Agents for Complex Clinical Reasoning,https://arxiv.org/abs/2606.23301,S03
AX2606.24392,arxiv,2026-06-23,T3_out,2,False,ATRIA: Adaptive Traceable ECG Reporting with Iterative Agents,https://arxiv.org/abs/2606.24392,Q02
AX2606.24437,arxiv,2026-06-23,T3_out,2,False,ReM-MoA: Reasoning Memory Sustains Mixture-of-Agents Scaling,https://arxiv.org/abs/2606.24437,S10
AX2606.26205,arxiv,2026-06-24,T3_out,2,False,Knowledge-augmented Agentic AI for Mental Health Medication Information Seeking,https://arxiv.org/abs/2606.26205,"Q01,Q11,S03"
AX2608.07508,arxiv,2026-06-27,T3_out,2,False,JaleesBench: Are AI Assistants Good Spiritual Company?,https://arxiv.org/abs/2608.07508,Q07
AX2606.28958,arxiv,2026-06-27,T3_out,2,False,When Latent Agents Lie: KV-Cache Integrity in Multi-Agent LLM Collaboration,https://arxiv.org/abs/2606.28958,Q12
AX2606.29270,arxiv,2026-06-28,T3_out,2,False,Minority Sentinel: When to Overturn Majority Voting in Multi-Agent LLM Debates,https://arxiv.org/abs/2606.29270,S08
AX2606.29746,arxiv,2026-06-29,T3_out,2,False,DEEPMED Search: An Open-Source Agentic Platform for Medical Deep Research with Introspective Verification,https://arxiv.org/abs/2606.29746,"Q01,Q02,Q14,S03,S08"
AX2607.00990,arxiv,2026-07-01,T3_out,2,False,SWE-Doctor: Guiding Software Engineering Agents with Runtime Diagnosis from Multi-Faceted Bug Reproduction Tests,https://arxiv.org/abs/2607.00990,Q07
AX2607.01470,arxiv,2026-07-01,T3_out,2,False,World Feedback for Clinical Agents: Diagnosing RL in FHIR Environments,https://arxiv.org/abs/2607.01470,S09
AX2607.02879,arxiv,2026-07-03,T3_out,2,False,MedCalc-Pro: Solving Complex Medical Calculations with LLM Agents,https://arxiv.org/abs/2607.02879,S03
AX2607.05638,arxiv,2026-07-06,T3_out,2,False,EvalLoop: A Methodology for Evaluation-Driven Iterative Improvement of Business AI Systems,https://arxiv.org/abs/2607.05638,Q07
AX2607.04623,arxiv,2026-07-06,T3_out,2,False,Can LLMs Really Recover Microservice Failures? A Recovery-Aware Evaluation of Diagnosis-to-Action Reasoning,https://arxiv.org/abs/2607.04623,Q07
AX2607.05391,arxiv,2026-07-06,T3_out,2,False,LLM-as-a-Verifier: A General-Purpose Verification Framework,https://arxiv.org/abs/2607.05391,S09
AX2607.06435,arxiv,2026-07-07,T3_out,2,False,Trust but Verify:Evidence-Linked Multi-Agent Clinical Information Extraction in Pathology,https://arxiv.org/abs/2607.06435,Q02
AX2607.06273,arxiv,2026-07-07,T3_out,2,False,AgentTether: Graph-Guided Diagnosis and Runtime Intervention for Reliable LLM Agent Operation,https://arxiv.org/abs/2607.06273,Q07
AX2607.12886,arxiv,2026-07-14,T3_out,2,False,"A Multi-Agent System for Autonomous, Fine-Tuning-Free Clinical Symptom Detection: Development and Validation Study",https://arxiv.org/abs/2607.12886,Q02
AX2607.13683,arxiv,2026-07-15,T3_out,2,False,HarnessBank: Semantic Gene-Bank Search with Gated Verification for Agent-Harness Self-Evolution,https://arxiv.org/abs/2607.13683,Q07
AX2607.17341,arxiv,2026-07-19,T3_out,2,False,Understanding From Human Perspective: A Multi-agent System for Interactive Egocentric Medical Image Segmentation,https://arxiv.org/abs/2607.17341,"Q01,Q02,S03"
AX2607.19899,arxiv,2026-07-22,T3_out,2,False,Harnessing Disagreement: Detecting Correlated Agreement Blindness in Multi-Agent Triage,https://arxiv.org/abs/2607.19899,Q02
AX2607.21946,arxiv,2026-07-24,T3_out,2,False,Multi-Agent Debate and Visual Information Extraction for SeePhys Pro: A 1st-Place Technical Report from ICML 2026 AI4Math Track 3 Challenge,https://arxiv.org/abs/2607.21946,S08
AX2608.24913,arxiv,2026-07-26,T3_out,2,False,From Blind Edits to Verified Repair: Building Trustworthy User-Side LLM Agents for Web Accessibility,https://arxiv.org/abs/2608.24913,Q07
AX2607.25620,arxiv,2026-07-28,T3_out,2,False,Beyond Epistemia: Epistemic Schizologia and Large Language Models as Techno-Semiotic Machines,https://arxiv.org/abs/2607.25620,Q07
AX2607.27564,arxiv,2026-07-30,T3_out,2,False,Inference-Time Agentic Decision Rules Beat Longer Evolving Search for Multi-Image Medical Reasoning,https://arxiv.org/abs/2607.27564,"Q14,S03"
AX2607.29405,arxiv,2026-07-31,T3_out,2,False,Beyond Component Testing: Validating Agentic AI Systems,https://arxiv.org/abs/2607.29405,Q01
AX2608.00937,arxiv,2026-08-02,T3_out,2,False,Neuro-Symbolic Participation Governance for Verifiable AI Agents in Open Digital Twin Ecosystems,https://arxiv.org/abs/2608.00937,Q02
AX2608.03591,arxiv,2026-08-04,T3_out,2,False,DiagChain: A Diagnostic Benchmark for Evaluating LLM Agents on Evidence-Grounded Attack Chain Reconstruction,https://arxiv.org/abs/2608.03591,Q07
AX2608.03648,arxiv,2026-08-04,T3_out,2,False,Group Perspective Matters: Regulating Debate Relationships Can Mitigate Blind Conformity in Multi-Agent Debate,https://arxiv.org/abs/2608.03648,S08
AX2608.05107,arxiv,2026-08-05,T3_out,2,False,CoPlan: A Trustworthy Co-Intelligence Interface for Care Planning through Role-Based Contestable Argument Graphs,https://arxiv.org/abs/2608.05107,Q02
AX2608.06112,arxiv,2026-08-06,T3_out,2,False,From Siloed Algorithms to Compliance-First Agentic Platforms: A Multi-Layered Architecture for Hospital AI Systems,https://arxiv.org/abs/2608.06112,"Q02,Q10"
AX2608.07418,arxiv,2026-08-07,T3_out,2,False,ResidencyRL: Reinforcement Learning in Simulated Clinical Environments,https://arxiv.org/abs/2608.07418,Q11
AX2608.08392,arxiv,2026-08-09,T3_out,2,False,CAP: A Scalable Benchmark for Evaluating Cross-Site Browser Agents with Complex Actions and Perception,https://arxiv.org/abs/2608.08392,Q07
AX2608.12590,arxiv,2026-08-12,T3_out,2,False,Auditable agentic AI for evidence-grounded thyroid ultrasound diagnosis and reporting,https://arxiv.org/abs/2608.12590,Q11
AX2608.12921,arxiv,2026-08-13,T3_out,2,False,Discovering Efficient and Explainable Communication Topologies for LLM-based Multi-Agent Systems via Causal Inference,https://arxiv.org/abs/2608.12921,S06
AX2608.14927,arxiv,2026-08-14,T3_out,2,False,"LLMs Can Predict Failure Risk, But Struggle to Predict Which Collaboration Protocol Pays Off: Cost-Aware Protocol Routing Across Reasoning Tasks",https://arxiv.org/abs/2608.14927,S06
AX2608.15844,arxiv,2026-08-16,T3_out,2,False,MicroVerse: An Instrument for Measuring Self-Authored Identity Drift in Long-Horizon Multi-Agent Language-Model Simulations,https://arxiv.org/abs/2608.15844,S06
AX2608.16211,arxiv,2026-08-17,T3_out,2,False,BaT: Towards Self-Evolving Medical Research Agent with Stage Rubrics,https://arxiv.org/abs/2608.16211,S03
AX2608.17188,arxiv,2026-08-17,T3_out,2,False,Token Optimization and Context Window Management in Multi-Agent AI Workflows,https://arxiv.org/abs/2608.17188,S06
AX2608.16402,arxiv,2026-08-17,T3_out,2,False,A Policy Algebra for Trust-Preserving Agentic AI Execution,https://arxiv.org/abs/2608.16402,S06
AX2608.16148,arxiv,2026-08-17,T3_out,2,False,FeatureHospital: A Skill-Driven Multi-Agent Framework for Automated Algorithm Customization in Multi-View Multi-Label Feature Selection,https://arxiv.org/abs/2608.16148,S06
AX2608.18884,arxiv,2026-08-19,T3_out,2,False,Training-Free Inference-Time Self-Reflection and Cost-Bounded Early Stopping for Large Language Models,https://arxiv.org/abs/2608.18884,S06
AX2608.18575,arxiv,2026-08-19,T3_out,2,False,Beyond LLM-Based Reasoning: Lightweight GNNs for Agent Failure Attribution,https://arxiv.org/abs/2608.18575,S06
AX2608.18473,arxiv,2026-08-19,T3_out,2,False,A Locally Deployable Tool-Grounded LLM Multi-agent Framework for Automating Methane Emission Analysis and Reporting,https://arxiv.org/abs/2608.18473,S06
AX2608.20099,arxiv,2026-08-20,T3_out,2,False,Reward-Guided Autoregressive Graph Generation for Efficient Multi-Agent Communication Topology Design,https://arxiv.org/abs/2608.20099,S06
AX2608.19557,arxiv,2026-08-20,T3_out,2,False,When Do LLM Agents Help? Deadline-Aware Mixed-Criticality Task Scheduling at the Autonomous-Vehicle Edge,https://arxiv.org/abs/2608.19557,S06
AX2608.21833,arxiv,2026-08-22,T3_out,2,False,GameXpert-Bench: How Far Are Coding Agents from Expert Game Development?,https://arxiv.org/abs/2608.21833,Q07
AX2609.05480,arxiv,2026-08-23,T3_out,2,False,CaseWeaver: A Multi-Agent Framework for Multimodal Virtual Clinical Case Generation,https://arxiv.org/abs/2609.05480,"Q01,Q02,S06"
AX2608.22583,arxiv,2026-08-23,T3_out,2,False,Clinical Graph-JEPA: Predictive Patient-State Knowledge Graphs for Cognitive Decision Support,https://arxiv.org/abs/2608.22583,Q02
AX2608.22152,arxiv,2026-08-23,T3_out,2,False,The Collaboration Tax: How Much LLM Multi-Agent Systems Pay to Coordinate,https://arxiv.org/abs/2608.22152,S06
AX2608.23336,arxiv,2026-08-24,T3_out,2,False,Can Coding Agents Build Robust Baselines? A Skill-Based Approach for Automating the Medical Imaging Model-Development Pipeline,https://arxiv.org/abs/2608.23336,S03
AX2608.23688,arxiv,2026-08-24,T3_out,2,False,Agentic Active Learning Meets Visual Embeddings: Finding Anomalies among 370 000 Variable Stars from ASAS-SN,https://arxiv.org/abs/2608.23688,S06
AX2608.23541,arxiv,2026-08-24,T3_out,2,False,The Interaction Tax: When Communication Erases Diversity in Multi-Agent Teams,https://arxiv.org/abs/2608.23541,"S06,S10"
AX2608.22695,arxiv,2026-08-24,T3_out,2,False,Enrich-Retrieve-Rank: Scaling Capability Discovery Beyond In-Context Routing,https://arxiv.org/abs/2608.22695,S06
AX2608.23029,arxiv,2026-08-24,T3_out,2,False,Meta-Moderator: Empowering Multi-Agent Debate with Meta-Cognition,https://arxiv.org/abs/2608.23029,S08
AX2608.24555,arxiv,2026-08-25,T3_out,2,False,StrokeGuard: A Multi-Agent Guided System for Prehospital Stroke Assessment,https://arxiv.org/abs/2608.24555,Q02
AX2608.24237,arxiv,2026-08-25,T3_out,2,False,STRIVE: Multi-Agent Structured Temporal Reasoning with Integrated Verification for Longitudinal Radiology Report Generation,https://arxiv.org/abs/2608.24237,Q02
AX2608.25099,arxiv,2026-08-25,T3_out,2,False,A Control-Theoretic Approach for Resource-Aware Consensus in Multi-Agent AI,https://arxiv.org/abs/2608.25099,S06
AX2608.26199,arxiv,2026-08-25,T3_out,2,False,Benchmarking AI Agents for Hardware Design Automation via MCP Tool Calling,https://arxiv.org/abs/2608.26199,S06
AX2609.22164,arxiv,2026-08-26,T3_out,2,False,A Multi-Agent Pipeline for Source-Grounded Synthetic Note Generation from Longitudinal Structured EHR,https://arxiv.org/abs/2609.22164,Q02
AX2608.25661,arxiv,2026-08-26,T3_out,2,False,From General Agents to RCA Experts: A Self-Evolving Harness for Root Cause Analysis,https://arxiv.org/abs/2608.25661,Q07
AX2608.25523,arxiv,2026-08-26,T3_out,2,False,TOPAS: Workflow-Aware Prefix-State Scheduling for Multi-Agent LLM Serving,https://arxiv.org/abs/2608.25523,S06
AX2608.25277,arxiv,2026-08-26,T3_out,2,False,Routed Graph Handoff: Adaptive Format Selection for Multi-Agent LLM Delegation,https://arxiv.org/abs/2608.25277,S06
AX2608.27338,arxiv,2026-08-27,T3_out,2,False,"One Model, Many Minds: Unlocking Multi-Agent Synergy in a Single Agent via Mixture of Roles",https://arxiv.org/abs/2608.27338,S06
AX2608.28974,arxiv,2026-08-29,T3_out,2,False,From Analytics to Tumor Boards: An Evidence-Linked Multi-Agent Workflow for Oncology Feature Extraction,https://arxiv.org/abs/2608.28974,Q02
AX2608.29460,arxiv,2026-08-29,T3_out,2,False,Can escalation channels redirect reward hacking toward defect disclosure?,https://arxiv.org/abs/2608.29460,S06
AX2608.29168,arxiv,2026-08-29,T3_out,2,False,JudgePanel: A Compact Judge with Panel Deliberation via Adaptive Multi-Reward Reinforcement Learning,https://arxiv.org/abs/2608.29168,S06
AX2608.29528,arxiv,2026-08-30,T3_out,2,False,MedCache: Efficient and Temporally Valid Memory for Longitudinal Clinical Agents,https://arxiv.org/abs/2608.29528,Q02
AX2608.30188,arxiv,2026-08-31,T3_out,2,False,GPAgentBench-2K: Benchmarking Large Language Model Agents in Complex Clinical Action Space,https://arxiv.org/abs/2608.30188,Q07
AX2609.00267,arxiv,2026-08-31,T3_out,2,False,"Delegation Without Trust: An Empirical Gap Analysis of Identity, Authorization, and Runtime Governance in Multi-Agent LLM Systems",https://arxiv.org/abs/2609.00267,S06
AX2609.00237,arxiv,2026-08-31,T3_out,2,False,Learning What to Retain: Gated-Memory Routing for Efficient Collaboration in Multi-Agent LLM Systems,https://arxiv.org/abs/2609.00237,S06
AX2609.00106,arxiv,2026-08-31,T3_out,2,False,Deploying and Evaluating a Smart-Agriculture Agentic Engine for Full-Season Soybean Farm Operations,https://arxiv.org/abs/2609.00106,S06
AX2608.30963,arxiv,2026-08-31,T3_out,2,False,A Universal Context-Reuse Layer for Cross-Model KV Sharing,https://arxiv.org/abs/2608.30963,S06
AX2608.30661,arxiv,2026-08-31,T3_out,2,False,SwarmBench: Can Large Language Models Act as Agent Swarm Orchestrators?,https://arxiv.org/abs/2608.30661,S06
AX2609.05531,arxiv,2026-09-02,T3_out,2,False,When Agent Governance Helps,https://arxiv.org/abs/2609.05531,Q10
AX2609.04270,arxiv,2026-09-02,T3_out,2,False,"Reviewer Capability Governs Rejection Targeting, Not Repair Skill: Evidence from LLM Execute-Review-Revise Pipelines",https://arxiv.org/abs/2609.04270,S06
AX2609.02993,arxiv,2026-09-02,T3_out,2,False,No-Regret Bayesian Optimization with Finite-Library Input-Warped Kernels,https://arxiv.org/abs/2609.02993,S06
AX2609.02264,arxiv,2026-09-02,T3_out,2,False,Codebook Agent: Amortized Topology Design for LLM Multi-Agent Systems,https://arxiv.org/abs/2609.02264,S06
